electricity,rpm,pressure_steam,vibration,status
176.64,424.35,93.92,42.38,Normal
160.87,520.41,107.56,27.74,Normal
168.25,417.38,103.85,38.82,Fail
154.85,458.17,94.64,38.34,Fail
192.77,513.11,101.26,36.99,Fail
167.77,486.08,103.28,40.8,Fail
184.58,345.38,109.52,41.29,Fail
186.67,424.67,110.82,41.64,Maintenance
169.18,420.34,113.55,40.75,Fail
169.52,473.6,108.13,42.23,Normal
174.01,419.16,89.75,42.92,Normal
180.79,378.29,117.43,42.77,Fail
204.59,381.9,113.53,32.94,Maintenance
175.13,391.38,90.32,45.72,Normal
171.62,382.03,111.71,36.09,Fail
164.96,345.5,99.63,34.56,Fail
192.12,528.23,95.45,33.74,Normal
150.12,426.92,115.0,48.39,Normal
183.8,443.23,100.66,34.49,Fail
155.01,496.06,97.42,44.06,Maintenance
175.6,453.98,132.84,38.52,Fail
169.0,475.38,96.02,44.07,Fail
165.32,449.73,115.58,36.4,Normal
139.0,525.28,111.08,39.18,Maintenance
169.9,449.77,97.3,42.08,Maintenance
212.1,398.76,95.94,43.53,Fail
154.27,467.08,66.06,41.12,Normal
193.72,525.03,83.2,33.73,Normal
187.72,500.37,111.39,50.31,Fail
154.04,536.56,100.35,37.19,Fail
158.3,522.13,94.38,32.36,Fail
145.37,468.11,90.24,47.46,Maintenance
167.21,465.09,96.23,43.58,Maintenance
170.27,399.69,81.89,39.41,Fail
177.74,449.35,95.34,42.13,Normal
191.77,469.37,107.23,46.36,Fail
150.65,457.66,99.68,39.57,Maintenance
150.52,476.35,100.23,32.35,Maintenance
175.63,504.52,106.55,39.27,Fail
170.96,396.18,94.23,34.5,Fail
186.71,356.1,87.6,47.79,Maintenance
162.71,436.73,100.3,34.35,Maintenance
177.71,511.97,95.65,43.35,Maintenance
171.24,483.59,89.59,39.6,Fail
162.9,471.91,80.96,34.6,Normal
173.75,404.05,101.24,46.13,Maintenance
179.29,510.08,113.4,41.64,Normal
146.97,482.59,104.13,46.9,Normal
181.73,433.59,85.64,42.91,Fail
182.27,412.58,108.71,52.86,Maintenance
167.37,452.34,102.14,39.59,Normal
173.67,477.16,121.75,42.59,Fail
163.62,438.07,90.32,49.32,Fail
188.98,478.37,95.67,38.71,Maintenance
152.46,459.06,82.3,44.66,Fail
181.52,362.64,101.98,32.44,Normal
194.35,360.31,96.04,32.25,Fail
154.16,532.73,93.19,35.98,Fail
182.88,449.06,87.99,43.73,Maintenance
163.49,474.79,95.36,35.58,Normal
210.67,471.33,111.42,43.82,Maintenance
161.6,436.01,90.65,63.25,Maintenance
164.98,510.27,100.62,29.77,Maintenance
150.13,491.1,90.13,43.17,Normal
182.66,383.6,105.42,41.67,Fail
192.37,469.78,111.24,47.17,Normal
155.42,403.68,104.94,38.27,Normal
191.44,338.43,103.13,46.03,Normal
178.96,467.71,83.6,34.23,Fail
173.93,398.24,99.18,51.08,Fail
167.42,488.01,80.96,42.43,Normal
180.05,346.36,105.66,39.22,Normal
189.65,532.73,84.59,30.58,Fail
189.97,429.86,101.63,36.5,Fail
162.37,541.32,95.21,47.2,Fail
189.24,477.77,97.65,40.84,Fail
148.66,495.48,90.38,33.75,Fail
178.41,459.93,102.36,45.23,Fail
175.6,426.63,82.78,42.71,Maintenance
212.86,439.64,114.39,42.91,Fail
182.95,419.19,93.94,29.77,Maintenance
178.2,506.71,91.24,30.73,Maintenance
177.64,460.71,100.74,30.59,Maintenance
156.9,412.68,107.14,35.02,Normal
196.69,419.01,99.99,38.34,Normal
196.81,465.48,98.52,44.91,Fail
157.11,551.1,109.94,30.62,Normal
161.69,472.53,104.68,33.21,Fail
181.16,486.15,82.75,41.75,Fail
181.98,377.14,107.94,39.47,Normal
171.95,495.24,82.91,34.94,Maintenance
174.3,550.59,116.02,40.97,Maintenance
157.32,489.44,101.86,29.98,Normal
147.44,455.23,92.87,42.38,Fail
163.84,441.39,100.55,41.84,Normal
170.19,489.04,111.25,47.97,Fail
189.48,463.04,91.22,46.05,Maintenance
174.65,478.32,119.48,31.92,Normal
167.98,403.66,92.36,45.61,Fail
170.25,355.53,74.18,41.82,Fail
170.57,490.94,88.91,39.02,Normal
165.78,505.82,92.32,44.13,Normal
160.68,390.63,109.36,53.3,Fail
162.8,542.49,98.78,43.66,Normal
164.43,497.68,96.65,42.93,Fail
179.37,450.94,94.38,38.68,Fail
174.33,445.13,100.11,35.46,Maintenance
164.56,443.75,97.82,54.27,Fail
153.42,568.43,98.46,45.56,Fail
178.97,450.65,98.24,42.58,Maintenance
174.63,419.26,113.12,49.81,Maintenance
146.9,439.61,76.88,49.53,Maintenance
186.31,488.66,119.07,35.36,Fail
156.82,419.22,105.25,34.38,Normal
144.59,466.66,100.91,34.56,Maintenance
166.8,452.04,93.97,42.53,Normal
182.89,443.42,114.28,36.02,Normal
163.37,405.44,97.6,46.87,Maintenance
153.53,457.16,98.72,45.56,Maintenance
150.37,475.69,113.87,40.99,Fail
189.21,489.65,105.41,41.82,Normal
172.59,473.72,106.2,46.16,Normal
204.15,405.97,108.91,35.56,Maintenance
182.9,450.08,109.19,38.86,Fail
187.39,407.6,125.16,37.3,Maintenance
176.14,487.27,87.83,38.11,Normal
146.54,478.11,113.6,40.61,Fail
169.03,463.35,113.48,38.68,Fail
155.39,427.43,81.82,35.06,Normal
177.56,449.52,90.92,41.9,Normal
192.62,473.08,98.76,36.04,Fail
186.82,344.87,125.3,52.33,Maintenance
153.76,479.36,87.76,41.61,Normal
166.29,454.17,76.76,41.43,Maintenance
177.55,405.77,88.51,35.42,Fail
180.01,377.19,88.37,50.66,Maintenance
173.63,425.11,89.06,34.7,Normal
148.95,519.72,107.85,45.16,Fail
189.52,341.75,105.08,32.96,Maintenance
198.07,491.21,94.7,44.34,Fail
150.49,463.95,101.91,39.49,Normal
149.28,397.71,92.42,38.94,Fail
179.44,501.88,99.9,40.31,Fail
186.9,476.61,99.56,47.84,Fail
184.88,382.95,84.14,40.39,Normal
186.01,482.53,104.65,34.55,Maintenance
145.42,401.96,88.01,36.69,Normal
191.74,485.7,112.04,42.21,Normal
182.7,376.73,112.71,32.3,Maintenance
176.4,445.06,115.14,41.81,Normal
167.2,479.37,108.05,43.27,Normal
142.6,459.44,118.27,38.86,Fail
164.72,421.88,102.02,38.84,Normal
174.31,361.78,83.57,33.57,Maintenance
174.32,357.76,107.69,54.97,Maintenance
147.18,358.02,103.49,42.08,Normal
164.41,478.08,110.14,30.95,Maintenance
183.2,562.31,105.38,42.4,Maintenance
158.69,374.38,83.64,43.94,Fail
167.65,442.96,90.85,52.35,Normal
186.12,469.76,87.75,43.03,Fail
194.82,482.28,121.18,41.18,Normal
173.95,494.67,104.03,35.35,Maintenance
169.5,353.87,104.28,29.14,Fail
154.47,360.77,102.0,43.11,Fail
192.61,447.26,103.99,42.29,Fail
217.53,489.26,92.22,39.5,Fail
157.43,417.85,103.22,40.98,Normal
176.25,447.76,86.8,43.27,Fail
172.08,390.44,102.57,37.72,Normal
165.21,404.17,127.6,47.38,Fail
214.28,484.49,85.87,43.13,Normal
180.61,479.57,82.75,40.41,Maintenance
187.59,491.22,89.7,39.72,Maintenance
170.38,490.11,106.17,34.76,Normal
179.56,383.61,104.03,42.64,Normal
196.61,467.17,105.32,41.91,Fail
166.56,454.97,97.49,36.05,Maintenance
158.61,508.02,107.9,41.76,Maintenance
157.01,424.17,118.59,44.58,Maintenance
189.0,430.41,84.77,42.35,Maintenance
174.7,476.07,92.36,42.38,Fail
157.79,505.65,87.4,39.66,Normal
152.56,484.19,87.69,41.6,Fail
180.01,478.29,103.74,41.82,Maintenance
167.02,452.63,79.22,50.32,Maintenance
158.68,451.13,108.25,29.74,Fail
162.87,402.43,92.09,42.75,Fail
176.23,399.12,93.53,38.62,Fail
146.06,413.4,91.62,45.7,Normal
184.86,486.01,102.58,42.59,Normal
142.17,418.26,103.79,41.87,Normal
158.6,427.28,92.47,32.16,Fail
204.22,448.54,86.43,34.51,Normal
170.18,467.6,86.7,36.26,Maintenance
171.85,409.34,89.55,47.96,Maintenance
152.12,443.77,81.09,33.91,Fail
175.23,380.11,113.26,37.26,Normal
186.37,437.03,92.09,33.71,Maintenance
165.64,332.01,85.87,40.03,Maintenance
167.89,464.61,105.44,40.03,Fail
157.49,440.63,94.43,36.34,Maintenance
150.69,463.68,111.25,41.75,Maintenance
165.84,430.17,95.61,36.52,Maintenance
174.59,308.18,107.86,38.95,Normal
151.59,497.84,95.47,39.28,Maintenance
203.91,434.69,98.88,35.32,Maintenance
169.22,506.77,109.54,33.85,Normal
180.29,483.4,107.94,35.7,Normal
164.84,475.49,110.93,51.48,Maintenance
174.75,362.65,89.99,39.11,Maintenance
179.36,436.09,87.8,42.76,Normal
171.64,398.95,90.05,40.58,Maintenance
191.36,422.72,104.68,41.85,Maintenance
165.26,565.95,80.7,34.49,Fail
169.92,491.47,93.04,39.88,Fail
149.47,481.97,96.9,49.05,Maintenance
161.24,408.86,83.53,39.06,Fail
159.02,461.87,122.31,38.94,Maintenance
166.82,427.09,79.25,45.27,Fail
193.36,436.91,107.21,40.06,Maintenance
181.48,400.15,99.29,36.74,Normal
156.78,503.19,96.85,46.6,Fail
195.92,360.11,111.05,34.77,Maintenance
158.68,460.48,109.04,44.63,Normal
158.09,426.45,103.86,47.44,Maintenance
163.28,521.2,102.39,46.35,Maintenance
181.67,443.0,94.94,37.5,Fail
186.72,468.46,93.21,44.33,Fail
182.6,457.59,103.43,55.19,Maintenance
154.7,463.69,119.59,36.7,Fail
173.95,402.64,95.16,49.78,Fail
186.45,450.24,85.21,36.91,Maintenance
198.56,427.8,90.52,34.76,Normal
171.61,409.31,101.17,36.35,Maintenance
177.19,367.41,97.45,49.49,Maintenance
184.35,316.61,115.6,36.91,Normal
179.84,477.46,87.04,36.31,Maintenance
166.42,465.07,105.02,37.55,Normal
167.7,460.43,100.01,41.75,Fail
159.44,488.94,111.57,35.98,Fail
185.92,456.96,112.46,32.36,Fail
149.74,485.3,96.76,37.76,Fail
179.38,429.3,100.33,36.75,Maintenance
152.26,461.77,74.71,23.03,Normal
158.85,396.55,91.16,44.12,Normal
178.46,412.97,78.96,33.5,Fail
170.13,412.66,107.39,43.11,Normal
182.15,345.33,113.29,49.08,Fail
170.75,426.67,87.56,43.2,Normal
189.82,427.92,83.85,39.0,Maintenance
169.46,468.07,110.28,45.23,Normal
152.48,388.91,111.64,42.23,Normal
169.23,432.24,84.36,48.02,Normal
171.72,344.07,100.16,39.39,Normal
163.1,521.41,102.73,47.92,Normal
186.61,488.82,98.39,39.3,Normal
152.39,448.52,97.53,45.13,Fail
159.47,486.25,95.04,40.79,Fail
148.97,390.95,96.71,38.11,Normal
170.39,495.51,103.88,38.46,Maintenance
194.71,516.08,98.63,41.98,Fail
166.76,428.27,125.18,38.22,Fail
172.98,461.77,109.88,49.11,Fail
146.43,515.92,110.58,34.85,Fail
162.3,431.8,91.54,41.25,Fail
163.98,379.5,93.78,47.65,Fail
178.9,491.45,104.1,41.08,Normal
170.64,526.32,101.17,45.07,Normal
169.15,303.41,104.78,43.22,Maintenance
193.9,433.01,110.75,37.54,Normal
151.67,533.42,87.02,42.47,Fail
172.21,460.1,116.14,38.38,Maintenance
155.54,530.64,112.23,40.37,Fail
203.0,571.33,108.9,41.91,Normal
177.09,556.7,98.4,39.86,Normal
181.96,404.32,91.2,35.11,Maintenance
167.91,395.87,93.21,43.72,Maintenance
165.42,402.13,98.74,44.69,Normal
136.78,472.13,88.87,33.96,Fail
160.18,478.13,108.24,33.75,Fail
171.66,504.29,115.89,40.17,Maintenance
194.23,415.94,93.79,39.49,Fail
168.72,430.97,97.7,32.62,Normal
154.26,313.91,114.33,35.61,Fail
191.62,431.65,98.7,37.97,Fail
170.81,392.78,97.26,43.53,Normal
168.78,350.89,100.53,41.26,Maintenance
195.02,463.12,107.87,32.83,Normal
177.33,464.25,103.77,40.88,Fail
185.98,463.68,92.16,41.62,Normal
142.44,399.1,93.55,41.55,Maintenance
168.42,514.04,96.98,40.04,Normal
165.77,428.46,93.37,28.82,Maintenance
144.37,414.3,100.62,37.99,Normal
159.18,457.75,105.21,41.8,Maintenance
164.98,384.51,110.01,37.51,Maintenance
171.95,370.2,97.26,36.56,Maintenance
161.14,317.95,96.27,35.64,Maintenance
165.21,428.88,98.73,42.26,Maintenance
165.33,558.81,117.4,33.46,Fail
184.04,526.93,100.3,36.53,Maintenance
181.74,361.54,93.41,43.09,Fail
173.65,465.76,114.12,37.19,Fail
155.25,461.47,108.19,37.29,Normal
175.96,307.98,109.01,43.62,Normal
172.33,436.52,105.62,43.88,Maintenance
160.52,414.81,103.33,38.52,Maintenance
157.26,443.94,105.91,34.72,Normal
165.81,489.02,101.67,40.47,Maintenance
191.28,376.74,101.05,30.81,Fail
176.77,482.1,118.82,41.32,Normal
169.67,493.93,113.77,47.97,Maintenance
160.58,444.45,99.06,49.6,Maintenance
170.21,427.17,79.89,37.0,Fail
185.32,382.58,89.19,34.37,Normal
179.0,407.17,96.09,43.43,Maintenance
153.77,412.98,96.38,46.99,Fail
160.09,471.07,94.29,38.36,Fail
165.28,408.47,89.82,42.32,Maintenance
172.6,453.26,105.18,34.94,Fail
187.66,385.05,90.16,39.27,Maintenance
185.51,436.35,98.11,35.99,Normal
152.51,504.2,98.63,44.16,Fail
147.3,616.41,96.95,50.28,Maintenance
165.02,426.12,96.77,44.42,Maintenance
166.87,424.5,95.21,43.4,Normal
181.71,403.74,98.96,38.96,Normal
171.26,441.03,106.61,36.14,Fail
135.59,442.51,88.32,34.62,Maintenance
161.61,447.5,107.59,35.55,Maintenance
177.79,450.75,95.64,40.14,Maintenance
177.26,489.17,90.87,35.48,Fail
176.27,383.36,105.39,44.86,Maintenance
145.74,474.88,104.03,30.73,Normal
168.09,543.8,91.51,39.4,Fail
173.08,445.3,114.15,46.93,Normal
191.68,445.64,85.68,43.07,Fail
169.12,437.6,96.91,43.47,Maintenance
146.84,389.23,111.48,41.4,Maintenance
178.78,513.98,143.96,45.13,Fail
187.98,375.47,106.18,48.06,Normal
168.05,490.8,106.78,40.25,Maintenance
152.83,479.77,114.95,42.88,Fail
188.27,499.08,107.56,40.19,Maintenance
180.03,355.63,100.04,42.4,Fail
159.45,408.49,105.54,38.97,Fail
161.98,476.22,101.93,39.25,Maintenance
162.94,379.24,104.77,33.61,Normal
164.43,460.84,111.42,39.58,Maintenance
185.11,424.63,109.11,38.74,Fail
182.54,445.06,100.46,40.68,Fail
178.88,372.34,111.17,45.92,Fail
172.29,493.71,109.94,47.83,Fail
138.75,420.37,103.47,40.34,Maintenance
160.05,322.02,109.95,39.23,Maintenance
170.04,501.15,109.5,40.68,Maintenance
178.52,370.43,111.18,41.71,Maintenance
179.73,470.69,102.62,43.16,Normal
177.04,336.4,84.45,37.96,Normal
140.84,411.67,98.52,37.88,Normal
182.48,459.82,104.96,39.71,Maintenance
157.98,386.84,104.8,40.8,Fail
142.99,482.34,104.89,43.98,Fail
140.76,547.94,108.35,38.35,Normal
179.3,435.88,94.59,46.7,Maintenance
192.41,509.81,92.42,39.71,Fail
137.76,391.78,91.69,55.53,Maintenance
192.36,449.18,99.44,31.1,Maintenance
168.43,467.83,108.52,37.45,Fail
153.09,485.51,85.65,45.05,Fail
181.37,383.99,104.76,34.91,Fail
182.39,486.96,104.43,45.11,Maintenance
155.56,369.38,101.45,47.41,Maintenance
178.0,455.31,93.17,40.8,Maintenance
172.48,298.52,95.56,35.93,Normal
189.5,483.97,83.49,31.19,Normal
180.13,460.21,107.11,41.59,Fail
150.66,508.77,100.87,48.17,Maintenance
162.9,429.28,83.23,40.08,Normal
176.89,447.93,86.19,44.08,Maintenance
196.56,462.36,93.65,44.62,Maintenance
153.63,368.39,101.25,38.06,Maintenance
149.69,509.99,117.85,30.9,Fail
167.14,420.86,94.03,32.98,Normal
170.63,465.05,75.38,40.14,Maintenance
168.28,331.98,109.86,40.24,Maintenance
135.43,479.29,95.04,39.66,Maintenance
135.21,438.24,117.3,49.95,Normal
189.64,427.27,86.77,35.16,Normal
149.94,502.65,98.92,36.31,Normal
163.02,338.54,87.5,37.38,Maintenance
183.33,477.67,95.41,37.75,Fail
157.61,491.37,91.23,50.53,Maintenance
177.94,457.18,100.05,39.59,Normal
188.78,519.44,95.45,36.04,Fail
180.86,452.78,93.48,30.25,Normal
168.4,517.96,77.59,46.49,Fail
175.51,428.29,105.29,50.03,Normal
159.26,389.14,83.56,40.77,Maintenance
154.91,468.28,101.13,39.08,Fail
151.16,489.78,89.63,34.88,Fail
168.25,402.4,107.69,40.95,Maintenance
158.2,466.76,118.45,47.3,Maintenance
176.86,401.62,103.05,31.91,Fail
171.17,521.59,104.91,37.83,Maintenance
172.44,426.07,94.24,39.02,Normal
183.7,464.27,96.29,40.22,Normal
151.23,431.18,100.93,40.44,Normal
175.41,428.28,126.89,55.35,Maintenance
143.58,353.65,92.35,44.51,Maintenance
185.84,419.64,99.34,41.99,Normal
180.64,474.05,88.87,43.89,Normal
185.47,498.28,101.71,47.7,Normal
187.44,298.79,95.58,32.71,Fail
137.59,428.49,94.26,40.7,Normal
178.8,542.46,91.16,42.29,Normal
178.21,452.17,107.6,42.21,Normal
163.85,497.79,101.27,43.52,Fail
169.42,491.96,105.6,39.36,Normal
171.45,361.35,110.69,36.04,Normal
153.2,403.57,102.64,26.2,Normal
152.35,433.47,108.86,36.91,Maintenance
179.68,349.5,119.71,41.27,Fail
176.43,453.91,120.27,46.15,Maintenance
171.15,438.57,85.05,31.68,Normal
181.72,407.91,102.92,43.81,Maintenance
158.82,343.66,109.3,33.92,Normal
173.93,555.69,115.69,41.58,Normal
170.81,351.33,121.92,35.17,Normal
175.94,456.51,96.04,35.07,Normal
162.58,452.48,87.14,37.98,Normal
155.74,435.56,104.08,39.34,Normal
149.54,472.07,108.08,43.79,Maintenance
154.65,465.19,115.64,39.26,Maintenance
216.93,417.76,97.72,44.64,Normal
173.18,504.57,99.99,37.18,Maintenance
177.7,435.37,103.82,37.81,Normal
160.24,380.26,120.46,41.5,Normal
162.86,409.43,117.55,27.1,Normal
173.26,368.84,95.89,32.4,Normal
183.09,462.59,116.11,31.37,Fail
150.25,423.97,96.42,34.36,Normal
165.64,397.21,91.05,43.64,Normal
176.14,384.13,114.58,40.61,Normal
181.18,446.05,105.11,33.71,Maintenance
168.32,459.39,104.83,44.39,Fail
176.95,450.76,85.3,39.09,Maintenance
191.61,430.77,94.91,39.62,Maintenance
195.84,480.98,104.35,35.0,Normal
200.72,420.48,116.62,35.0,Normal
162.51,434.84,112.2,43.76,Fail
161.53,434.71,82.63,38.72,Normal
178.34,489.39,102.98,49.67,Normal
187.9,431.32,114.54,46.52,Normal
173.41,462.62,86.84,39.05,Maintenance
170.28,450.41,109.79,48.88,Maintenance
183.74,415.31,112.14,44.96,Maintenance
168.06,437.29,93.86,40.79,Fail
179.5,400.74,108.57,39.47,Normal
183.41,397.31,89.43,32.23,Normal
156.45,498.43,105.6,42.15,Normal
184.25,446.33,87.79,43.24,Maintenance
170.37,368.04,96.86,44.35,Maintenance
186.49,541.47,99.95,31.4,Maintenance
199.62,492.91,95.18,44.01,Maintenance
176.54,417.25,111.15,50.4,Maintenance
161.58,489.39,103.97,39.62,Maintenance
175.82,353.74,88.79,31.9,Normal
165.25,463.53,106.9,34.1,Fail
193.54,479.48,107.33,42.85,Maintenance
157.15,446.3,89.61,39.73,Fail
180.97,466.72,103.19,49.21,Fail
170.12,434.35,82.86,35.14,Fail
176.14,432.29,110.89,36.99,Normal
146.09,426.57,92.44,37.53,Fail
176.08,438.0,99.53,28.98,Normal
180.38,412.75,106.84,54.53,Maintenance
176.67,497.36,91.88,34.93,Maintenance
167.69,368.59,109.1,41.38,Maintenance
179.53,331.07,109.42,43.01,Maintenance
168.63,461.93,107.56,42.92,Normal
159.45,459.35,105.46,35.52,Fail
199.86,448.83,97.04,45.21,Fail
174.49,476.46,107.8,43.18,Normal
162.3,482.06,84.23,41.61,Normal
168.18,476.72,90.38,32.24,Fail
167.96,519.87,85.55,41.97,Normal
179.03,525.23,86.88,30.1,Normal
134.7,405.95,87.67,42.52,Normal
154.08,475.16,97.69,38.22,Fail
149.69,472.82,91.24,37.36,Fail
182.67,432.53,101.39,40.08,Fail
177.95,458.89,88.66,31.9,Fail
165.14,423.94,103.59,41.58,Normal
134.37,402.56,98.12,42.26,Maintenance
190.55,407.75,95.46,41.17,Fail
146.34,562.01,107.17,42.09,Maintenance
197.16,380.86,101.57,43.04,Fail
181.52,392.77,100.08,44.37,Maintenance
177.41,433.28,103.18,56.96,Maintenance
168.63,329.79,94.73,44.73,Maintenance
186.08,396.07,107.36,41.08,Maintenance
206.53,408.8,102.86,38.92,Fail
185.38,443.06,101.06,41.91,Normal
168.39,394.59,96.61,41.78,Maintenance
184.92,449.77,111.22,41.16,Maintenance
171.34,435.27,89.3,42.01,Normal
159.15,347.9,80.29,43.51,Normal
194.52,361.71,103.5,36.51,Normal
161.2,434.68,104.37,39.92,Maintenance
159.28,458.6,90.04,45.72,Normal
176.05,421.88,107.88,43.71,Fail
175.12,428.07,103.2,44.5,Maintenance
168.82,453.4,99.04,42.41,Maintenance
164.08,405.57,122.36,53.37,Maintenance
199.44,467.35,124.96,44.62,Normal
165.12,405.47,96.09,36.96,Maintenance
162.91,466.05,120.03,39.24,Maintenance
164.59,474.83,104.56,45.73,Normal
171.42,488.48,110.41,37.39,Maintenance
172.81,473.91,106.55,46.19,Fail
178.28,418.71,91.39,36.65,Maintenance
182.92,508.6,93.86,40.84,Maintenance
165.73,508.42,98.72,40.05,Normal
189.38,320.32,99.96,41.73,Normal
160.86,420.12,103.71,44.51,Fail
158.08,463.65,108.9,41.63,Normal
154.92,364.62,99.23,44.28,Normal
164.55,364.57,108.59,34.68,Normal
161.33,553.91,99.35,37.34,Fail
176.03,551.61,92.43,41.11,Maintenance
164.79,418.08,104.0,32.06,Normal
167.16,456.15,107.92,37.02,Fail
185.32,444.91,99.43,45.28,Fail
188.64,567.1,118.8,32.28,Normal
172.42,375.7,95.57,42.11,Fail
182.15,487.36,106.67,35.4,Normal
177.02,398.93,94.06,39.49,Fail
162.24,481.68,112.56,32.16,Normal
189.7,378.57,89.34,41.18,Normal
192.42,498.39,107.15,47.13,Normal
159.57,449.9,108.1,39.36,Maintenance
189.37,482.11,96.82,43.12,Fail
177.44,417.27,80.82,44.32,Normal
183.79,408.68,109.33,41.57,Normal
171.16,412.69,120.17,47.79,Maintenance
177.08,455.6,108.75,38.26,Normal
182.14,369.03,108.51,57.03,Fail
197.59,594.58,92.24,45.36,Normal
169.27,445.92,106.31,50.55,Normal
153.85,412.87,97.72,30.69,Fail
174.53,448.48,89.17,31.75,Maintenance
163.88,485.28,93.26,34.74,Fail
192.76,478.42,113.9,35.41,Normal
141.94,320.7,106.96,47.91,Fail
177.43,386.51,98.54,38.52,Maintenance
155.59,457.72,94.33,37.08,Maintenance
171.5,432.86,103.02,49.22,Maintenance
175.28,468.62,100.26,42.79,Maintenance
192.23,511.88,111.37,49.01,Normal
170.66,420.38,91.89,41.71,Maintenance
183.81,413.69,95.62,46.46,Maintenance
184.28,457.8,92.5,45.24,Normal
176.32,392.06,106.18,43.78,Maintenance
164.38,423.01,119.66,52.98,Normal
184.0,350.84,107.18,38.52,Fail
201.1,527.42,111.6,33.03,Normal
168.5,427.79,108.57,55.15,Fail
204.6,380.32,107.48,35.6,Normal
189.85,453.61,84.36,40.01,Maintenance
168.2,437.5,142.52,29.73,Normal
186.99,488.58,94.39,46.05,Maintenance
141.08,539.32,126.92,43.63,Maintenance
158.97,414.89,123.51,45.31,Normal
162.6,402.22,89.14,40.7,Maintenance
155.25,485.99,96.47,47.09,Fail
146.91,456.08,107.79,42.1,Normal
161.0,370.74,77.28,40.03,Fail
178.86,429.8,111.58,39.23,Normal
193.34,416.18,91.47,41.35,Fail
179.41,514.07,92.76,28.73,Fail
152.34,514.66,109.0,39.14,Fail
149.23,479.93,92.11,45.76,Fail
155.21,471.34,97.9,34.76,Fail
184.88,493.77,97.79,35.77,Maintenance
173.53,423.6,101.0,40.46,Fail
178.01,410.37,112.91,32.29,Normal
162.59,461.46,101.87,39.82,Maintenance
187.3,473.2,82.77,40.96,Normal
176.64,365.73,95.0,44.25,Maintenance
174.19,413.55,92.83,42.25,Fail
168.38,474.0,96.09,41.74,Normal
163.59,501.69,115.58,39.48,Maintenance
159.86,478.81,108.15,46.5,Maintenance
164.91,405.96,90.63,41.56,Normal
186.54,471.01,87.42,30.73,Maintenance
138.75,401.75,77.69,36.09,Normal
173.7,459.24,105.17,33.12,Maintenance
185.32,468.77,104.1,32.56,Normal
208.37,376.18,87.01,35.16,Fail
153.25,411.96,101.62,37.28,Normal
162.05,470.56,108.6,45.13,Maintenance
192.62,498.99,102.32,42.38,Maintenance
165.67,428.09,106.25,38.61,Fail
196.62,371.07,108.51,39.59,Fail
172.27,415.73,104.39,51.61,Maintenance
160.09,548.28,109.19,39.24,Maintenance
156.13,476.07,87.36,47.18,Fail
167.47,422.9,100.58,37.26,Fail
159.52,443.6,89.38,45.33,Maintenance
178.82,390.58,100.16,44.29,Normal
171.81,471.26,107.39,34.36,Normal
166.87,463.03,103.12,31.8,Normal
179.54,484.98,103.32,45.07,Maintenance
174.06,449.07,108.75,42.79,Fail
182.88,394.47,100.24,47.23,Maintenance
172.13,450.24,87.64,35.24,Fail
145.06,531.34,97.21,42.94,Fail
153.64,402.89,149.5,41.53,Normal
160.65,492.66,90.44,35.3,Maintenance
165.2,465.13,102.63,45.15,Maintenance
173.06,470.74,104.62,36.6,Normal
176.65,520.82,82.89,38.02,Maintenance
164.27,462.31,95.9,35.6,Fail
159.7,428.05,96.01,31.48,Fail
175.35,523.15,92.94,36.22,Fail
162.12,383.75,100.99,37.46,Fail
152.58,518.55,90.26,36.48,Maintenance
189.29,457.4,106.05,40.26,Fail
162.79,495.1,82.14,42.94,Normal
176.2,451.89,95.04,42.89,Normal
187.24,420.39,107.66,46.83,Maintenance
179.49,390.73,105.38,43.59,Normal
162.57,458.25,104.87,40.89,Maintenance
137.14,481.55,108.1,38.23,Normal
166.86,428.51,108.42,45.16,Maintenance
176.97,357.88,94.72,41.49,Normal
172.06,415.11,97.48,27.26,Fail
188.2,470.59,97.32,38.7,Maintenance
167.38,441.63,108.86,38.1,Normal
178.12,536.83,89.73,40.06,Fail
163.2,388.51,83.26,41.6,Fail
179.82,427.66,100.44,43.11,Normal
172.12,420.94,103.18,42.83,Maintenance
182.29,399.57,100.01,36.53,Fail
184.93,468.32,118.69,49.72,Normal
171.0,325.9,108.5,40.35,Fail
166.86,402.72,93.51,39.48,Normal
167.44,379.88,96.64,41.89,Maintenance
165.64,421.79,93.87,34.45,Maintenance
174.13,451.14,102.73,41.98,Maintenance
175.05,493.49,90.57,38.16,Fail
176.81,537.73,100.57,41.3,Maintenance
199.25,377.38,106.23,48.11,Normal
176.51,476.24,105.42,41.1,Normal
172.21,301.66,107.24,38.28,Fail
171.89,418.94,92.41,33.28,Normal
171.32,388.24,118.54,42.15,Fail
178.47,482.29,95.37,42.07,Normal
177.5,514.24,91.09,45.71,Normal
162.85,471.28,87.07,32.78,Fail
155.28,421.31,91.61,35.12,Fail
184.55,512.23,96.17,39.56,Normal
154.48,509.37,101.91,42.68,Maintenance
191.36,433.53,83.75,31.43,Normal
151.27,364.39,98.73,48.96,Maintenance
149.53,404.24,97.63,42.52,Normal
157.09,455.32,92.41,29.74,Fail
198.31,499.29,111.84,39.53,Maintenance
176.77,410.6,103.39,42.53,Maintenance
202.6,448.89,98.92,43.74,Maintenance
184.1,404.2,100.51,47.97,Fail
179.08,372.01,114.92,45.57,Fail
180.32,453.23,102.36,34.12,Maintenance
152.14,452.94,127.15,39.63,Normal
